GS,MP,FG,FGA,2P,2PA,FT,FTA,DRB,TRB,AST,STL,TOV,PTS
18.0,22.1,2.2,5.2,1.0,1.8,0.5,0.7,1.4,1.7,1.3,0.8,0.8,6.0
7.0,17.3,1.9,4.7,0.9,1.9,1.0,1.4,2.2,2.6,1.0,0.5,0.8,5.9
1.0,14.6,1.6,4.6,0.9,2.5,1.1,1.2,2.4,2.7,1.2,0.3,1.1,4.8
6.0,19.6,2.2,4.9,0.8,1.6,1.1,1.6,2.2,2.7,1.0,0.6,0.6,6.8
23.0,20.6,2.3,5.6,1.3,2.7,0.3,0.4,2.7,3.6,0.6,0.6,0.9,5.9
28.0,21.8,2.0,5.2,0.4,0.8,0.2,0.2,2.0,2.5,1.0,1.0,0.7,5.9
0.0,14.2,2.5,6.1,1.9,3.7,0.4,0.5,1.3,1.6,2.0,0.5,1.1,5.9
0.0,19.8,2.3,7.5,1.3,3.5,0.3,0.3,1.0,1.5,3.5,0.5,1.3,5.8
28.0,20.2,2.1,5.3,1.4,3.1,1.0,1.4,2.8,3.9,1.5,0.6,1.0,5.8
5.0,12.2,2.1,4.6,1.6,3.1,1.2,1.9,1.3,3.1,0.6,0.3,0.6,5.8
0.0,13.7,2.5,5.1,2.0,3.7,0.3,0.5,1.2,1.4,2.4,0.7,0.6,5.8
3.0,12.7,2.0,4.1,1.3,2.2,1.1,1.5,1.3,1.8,0.6,0.2,0.5,5.8
16.0,19.3,2.0,5.4,1.2,2.7,0.9,1.2,1.6,2.3,1.6,0.4,1.1,5.8
1.0,17.2,2.1,5.1,1.7,3.2,1.1,1.1,1.6,2.1,0.4,0.6,0.7,5.8
11.0,16.1,2.3,5.4,2.0,4.0,0.8,1.4,3.2,4.2,1.8,0.7,1.0,5.7
1.0,13.0,1.7,3.8,1.6,3.0,0.7,1.1,2.8,3.6,1.4,0.6,1.0,4.2
10.0,26.8,4.3,10.5,3.4,7.2,1.3,2.3,4.5,6.3,2.9,1.3,1.1,10.7
1.0,15.0,2.3,5.7,1.6,3.2,0.3,0.4,1.3,1.8,0.7,0.4,0.5,5.7
1.0,16.4,2.6,6.2,1.8,3.5,0.3,0.5,1.4,2.0,0.8,0.5,0.5,6.3
14.0,16.2,2.3,4.5,2.0,3.5,0.8,1.0,2.9,3.9,0.7,0.5,0.8,5.7
4.0,13.4,2.0,4.9,1.6,3.0,1.3,1.7,1.9,2.6,1.1,0.6,0.8,5.7
50.0,25.5,2.3,4.5,1.6,2.4,0.5,0.7,1.7,2.3,1.1,1.7,0.6,5.7
0.0,14.4,1.8,4.9,0.4,0.8,0.6,0.7,1.9,2.1,0.6,0.3,0.3,5.6
0.0,14.7,1.8,5.0,0.4,0.8,0.8,0.9,1.6,1.8,0.5,0.3,0.4,5.7
0.0,13.9,1.8,4.7,0.4,0.8,0.4,0.5,2.3,2.5,0.7,0.3,0.2,5.3
8.0,17.6,2.1,3.8,1.7,2.6,1.1,1.4,2.1,3.3,0.6,0.5,0.6,5.6
0.0,16.3,1.9,4.8,1.5,3.2,1.5,1.9,1.9,2.4,2.9,1.0,1.0,5.6
4.0,17.2,2.1,5.1,2.0,4.4,1.1,1.7,1.8,2.4,3.6,1.2,1.4,5.6
11.0,17.7,2.2,5.9,1.3,3.1,0.5,0.5,1.2,1.4,1.9,0.4,1.0,5.6
10.0,19.2,2.3,5.0,2.0,3.6,0.5,0.9,2.6,3.5,2.1,0.5,0.8,5.5
5.0,13.8,2.1,4.2,1.8,3.2,1.0,1.6,2.2,3.7,0.5,0.2,0.6,5.4
0.0,7.7,0.8,2.2,0.5,1.3,0.3,0.7,1.5,2.3,0.3,0.2,0.5,2.3
5.0,16.4,2.6,5.1,2.3,3.9,1.2,2.0,2.5,4.3,0.6,0.2,0.7,6.7
0.0,18.9,2.0,5.5,1.2,2.8,0.6,0.7,2.7,3.5,1.6,0.6,0.7,5.4
2.0,14.8,1.9,4.4,0.8,1.5,0.4,0.5,1.6,2.2,0.9,0.4,0.5,5.4
1.0,13.9,1.8,4.5,0.6,1.5,0.7,0.8,1.6,2.4,0.6,0.4,0.3,5.4
11.0,15.6,1.8,5.4,0.4,0.7,0.3,0.4,1.5,1.9,1.1,0.5,0.5,5.3
8.0,16.8,2.1,6.1,0.6,0.9,0.4,0.5,1.7,2.0,1.2,0.5,0.6,6.2
3.0,11.8,0.8,2.9,0.1,0.2,0.2,0.2,1.1,1.7,1.0,0.5,0.3,2.6
2.0,16.1,1.7,4.0,0.5,1.1,0.7,0.8,1.0,1.2,1.9,0.3,1.0,5.3
2.0,15.0,1.6,4.0,0.5,1.2,1.0,1.1,1.0,1.2,2.2,0.3,1.3,5.4
0.0,17.8,1.9,4.1,0.5,0.9,0.2,0.2,1.1,1.3,1.6,0.3,0.5,5.3
18.0,16.7,2.4,4.7,2.4,4.3,0.4,0.6,3.2,4.7,0.6,0.4,0.2,5.3
28.0,19.2,1.9,4.3,0.9,1.5,0.4,0.6,2.3,2.9,1.0,0.6,0.3,5.3
16.0,18.6,1.9,5.0,0.9,1.9,0.5,0.7,1.9,2.4,1.3,0.7,0.7,5.2
0.0,13.1,1.9,3.3,1.9,3.2,1.4,1.8,2.8,4.6,0.8,0.3,0.7,5.2
20.0,18.3,2.2,3.9,1.9,3.3,0.4,0.6,2.2,2.9,1.2,0.9,0.6,5.1
20.0,19.8,2.5,4.4,2.2,3.7,0.4,0.7,2.4,3.2,1.3,1.0,0.6,5.8
0.0,10.5,2.0,5.1,1.4,3.2,0.5,0.5,0.7,0.8,1.4,0.3,0.6,5.1
4.0,18.2,1.6,4.6,0.8,1.6,0.9,1.2,1.4,1.8,3.4,1.0,1.0,5.1
14.0,20.4,1.8,4.5,0.7,1.3,0.4,0.6,1.3,1.9,0.7,0.5,0.4,5.1
4.0,13.2,1.8,3.8,1.5,2.8,1.0,1.5,2.4,3.3,0.8,0.6,0.5,5.1
1.0,12.8,1.9,4.5,1.3,2.4,0.5,0.8,1.2,1.7,0.9,0.2,0.4,5.0
1.0,10.9,1.9,3.8,1.3,2.1,0.6,0.8,1.4,2.6,0.8,0.2,0.6,4.9
1.0,17.9,1.7,4.5,0.9,2.3,0.5,0.7,2.4,2.8,4.4,0.8,1.7,4.8
0.0,16.1,1.3,3.9,0.8,2.3,0.1,0.1,2.2,2.7,3.7,0.7,1.9,3.1
1.0,19.5,2.1,5.0,1.0,2.2,0.9,1.1,2.6,2.8,4.9,0.9,1.6,6.2
5.0,13.9,1.8,4.3,1.3,2.8,0.7,1.1,1.5,1.9,2.5,0.7,1.0,4.8
3.0,15.5,1.9,3.8,1.5,2.7,0.5,0.7,1.6,2.4,1.2,0.7,0.7,4.8
7.0,17.9,1.9,3.6,1.2,1.9,0.4,0.7,3.4,4.6,1.5,0.6,0.4,4.8
2.0,13.2,1.8,4.1,1.7,3.2,0.9,1.3,1.8,3.0,1.2,0.9,0.6,4.8
6.0,13.3,1.7,4.0,1.3,2.7,0.9,1.4,2.0,2.8,0.7,0.5,0.8,4.7
0.0,15.3,1.7,4.7,1.0,2.7,0.7,0.7,3.0,5.0,1.0,0.0,0.0,4.7
0.0,9.8,1.6,4.5,1.0,3.0,0.9,1.0,1.0,1.7,0.8,0.2,0.5,4.6
24.0,18.4,1.8,3.9,1.1,1.7,0.4,0.6,2.1,2.4,0.5,0.6,0.7,4.6
5.0,12.8,1.6,4.2,0.9,1.8,0.6,0.7,1.3,1.6,0.8,0.5,0.6,4.6
5.0,16.1,1.7,4.0,1.1,2.2,0.5,0.9,1.6,2.3,0.4,0.5,0.3,4.5
5.0,16.5,1.8,4.2,1.1,2.3,0.5,0.8,1.7,2.4,0.4,0.5,0.4,4.7
0.0,10.8,1.0,1.8,1.0,1.3,0.8,2.0,1.0,1.0,0.5,0.3,0.0,2.8
28.0,18.0,1.8,3.6,1.8,3.4,1.0,1.3,2.1,4.3,1.0,0.5,0.5,4.5
0.0,10.4,1.5,4.7,0.7,2.0,0.7,1.0,1.2,1.2,0.9,0.2,0.0,4.5
4.0,18.2,1.7,3.2,1.4,2.5,0.8,1.0,2.7,4.4,0.6,0.4,0.5,4.4
18.0,13.2,1.4,3.6,0.6,1.2,0.7,0.8,1.3,1.6,0.8,0.3,0.4,4.4
11.0,11.7,1.5,3.5,0.8,1.4,0.5,0.7,1.2,1.5,0.4,0.1,0.3,4.4
0.0,9.3,1.5,3.2,0.8,1.8,0.8,0.8,1.9,2.3,0.5,0.3,0.7,4.4
5.0,13.9,1.7,3.4,0.9,1.6,0.2,0.3,2.0,2.3,1.1,0.5,0.3,4.4
8.0,18.9,1.6,3.5,1.0,2.0,0.7,0.8,2.2,2.9,2.4,1.2,0.6,4.4
7.0,16.0,1.6,3.9,0.9,1.9,0.3,0.4,2.5,3.1,1.0,0.5,0.4,4.3
3.0,14.5,1.9,3.6,1.9,3.2,0.5,0.8,3.2,4.5,0.2,0.4,0.5,4.3
5.0,12.2,1.6,4.2,1.0,2.1,0.3,0.5,1.2,1.4,1.6,0.5,0.3,4.3
0.0,5.6,1.8,3.0,1.8,2.9,0.6,1.0,1.3,1.7,0.1,0.0,0.7,4.3
0.0,7.4,1.5,3.3,0.6,0.9,0.4,0.4,0.9,1.6,0.4,0.5,0.7,4.3
4.0,11.7,1.5,3.6,0.8,1.6,0.6,1.1,1.9,2.4,0.6,0.3,0.5,4.3
0.0,14.2,1.2,1.8,0.4,0.8,1.0,1.4,1.0,1.6,2.0,0.8,0.2,4.2
0.0,21.0,2.5,3.5,1.0,2.0,1.0,1.5,1.0,2.0,3.0,1.5,0.5,7.5
3.0,13.7,1.5,3.8,0.5,1.3,0.2,0.3,1.5,1.7,1.5,0.4,0.5,4.2
1.0,12.0,1.3,3.8,0.3,1.0,0.2,0.2,1.3,1.5,1.0,0.3,0.6,3.6
2.0,17.7,2.0,4.0,0.8,1.8,0.4,0.4,1.9,2.2,2.5,0.5,0.4,5.6
0.0,9.7,1.3,4.0,0.2,0.2,0.3,0.7,1.0,1.2,0.7,0.0,0.3,4.2
0.0,10.5,1.4,3.2,0.9,1.8,1.0,1.8,1.2,1.3,1.2,0.3,0.6,4.2
0.0,8.0,1.6,3.4,1.1,2.3,0.6,0.7,1.0,1.7,0.4,0.3,0.3,4.1
0.0,14.0,3.5,5.5,2.5,3.5,2.0,2.0,1.5,2.5,0.0,0.5,0.5,10.0
0.0,4.7,0.7,2.0,0.7,1.3,0.0,0.3,0.3,0.7,1.0,0.0,0.3,1.3
3.0,14.1,1.4,4.5,0.4,1.4,0.2,0.2,1.3,1.4,0.3,0.2,0.5,4.1
2.0,13.0,1.3,4.5,0.5,1.4,0.1,0.1,1.3,1.4,0.2,0.3,0.5,3.7
1.0,22.0,2.0,5.0,0.0,1.0,1.0,1.0,1.5,1.5,1.0,0.0,0.0,7.0
0.0,11.3,1.7,4.1,1.5,2.6,0.6,1.0,1.7,2.7,0.7,0.2,0.5,4.1
1.0,11.7,1.5,2.7,1.1,1.9,0.6,0.9,1.5,2.1,1.1,0.1,0.6,4.1
0.0,10.5,1.4,2.5,1.1,1.9,1.0,1.2,1.2,1.9,0.6,0.1,0.4,4.1
0.0,5.7,1.3,3.3,0.4,1.0,0.6,0.7,0.3,0.4,0.2,0.3,0.2,4.1
5.0,11.8,1.5,3.8,0.9,1.9,0.4,0.4,1.2,1.4,1.2,0.5,0.5,4.1
6.0,13.6,1.6,3.2,1.2,2.0,0.5,1.0,2.0,2.4,1.7,0.7,0.9,4.1
0.0,12.5,1.5,3.0,1.0,1.5,0.5,0.5,1.5,1.5,0.5,0.5,1.5,4.0
0.0,22.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,6.0
11.0,19.3,1.4,4.1,0.5,1.0,0.4,0.8,3.0,3.4,1.1,0.5,0.5,4.0
0.0,19.5,1.5,3.9,0.9,1.5,0.5,0.6,2.5,3.2,3.7,0.9,0.9,4.0
0.0,10.3,1.7,3.7,1.7,3.0,0.7,0.7,1.7,3.0,0.0,0.3,0.3,4.0
0.0,11.5,1.4,3.4,0.5,1.1,0.4,0.5,1.2,1.3,0.5,0.2,0.2,4.0
0.0,10.5,1.0,3.5,0.5,0.5,1.5,2.5,1.0,1.0,2.0,1.0,0.5,4.0
1.0,14.3,1.3,3.7,0.3,1.1,0.2,0.2,1.3,1.9,0.6,0.2,0.6,3.9
1.0,17.4,1.7,4.3,0.4,1.4,0.3,0.3,1.7,2.1,0.6,0.3,0.7,5.0
0.0,9.8,1.4,3.4,0.6,1.3,0.4,0.6,0.7,0.9,0.9,0.4,0.7,3.9
0.0,11.2,1.3,2.7,0.6,0.8,0.6,0.7,1.3,1.8,0.4,0.4,0.2,3.8
0.0,15.3,1.7,2.7,0.7,1.0,1.3,1.3,1.3,2.0,0.3,1.3,0.0,5.7
0.0,10.4,1.2,2.8,0.6,0.8,0.4,0.6,1.3,1.8,0.4,0.2,0.2,3.4
1.0,8.6,1.5,3.6,0.8,1.5,0.3,0.4,1.0,1.1,1.5,0.4,0.8,3.8
3.0,9.9,1.4,2.8,0.9,1.5,0.4,0.5,1.1,2.0,0.5,0.2,0.4,3.8
3.0,14.5,1.4,3.2,1.0,1.9,0.5,0.6,1.2,1.5,2.9,0.9,0.6,3.8
3.0,11.0,1.4,3.5,0.8,1.3,0.4,0.5,1.4,1.7,0.4,0.4,0.6,3.8
0.0,13.5,1.4,3.8,0.4,0.8,0.1,0.2,2.0,2.5,0.5,0.0,0.4,3.8
1.0,12.3,1.4,3.4,0.7,1.3,0.3,0.4,1.9,2.3,0.7,0.1,0.6,3.8
1.0,11.7,1.5,2.8,1.4,2.6,0.7,0.8,2.8,4.6,0.2,0.1,0.6,3.7
2.0,7.2,1.2,2.4,1.1,2.0,1.2,1.6,1.4,2.3,0.6,0.2,0.5,3.7
0.0,11.6,1.4,3.3,1.0,2.0,0.4,0.5,1.4,2.0,0.7,0.2,0.2,3.7
2.0,13.9,1.2,3.3,1.0,2.6,1.0,1.1,1.4,1.7,2.4,0.3,1.0,3.6
1.0,13.3,1.2,3.3,1.0,2.5,0.9,1.0,1.3,1.6,2.2,0.2,1.0,3.5
13.0,16.5,1.3,3.5,1.1,2.5,0.8,1.0,1.8,2.3,3.3,0.5,0.8,3.6
3.0,15.0,1.0,3.3,0.8,2.4,0.6,0.8,1.4,2.0,2.4,0.4,0.7,2.8
10.0,18.9,1.8,3.8,1.5,2.8,1.0,1.1,2.4,2.8,4.9,0.7,1.0,4.9
6.0,9.9,1.5,2.7,1.4,2.4,0.6,1.0,1.3,2.1,0.5,0.3,0.5,3.6
1.0,11.1,1.1,3.2,0.3,0.8,0.5,0.6,0.9,1.0,0.6,0.3,0.3,3.6
12.0,15.5,1.3,3.2,0.5,0.8,0.1,0.1,1.6,1.9,0.5,0.3,0.4,3.5
10.0,14.4,0.9,2.6,0.3,0.6,0.1,0.1,1.6,1.9,0.5,0.2,0.3,2.6
2.0,18.5,2.2,4.9,0.8,1.4,0.1,0.1,1.7,2.1,0.5,0.5,0.5,5.9
4.0,12.1,1.3,4.0,0.6,1.4,0.2,0.3,1.4,1.6,0.6,0.4,0.5,3.5
1.0,8.0,1.1,2.6,0.4,0.6,0.2,0.2,1.1,1.2,0.4,0.3,0.5,3.1
3.0,14.6,1.5,4.9,0.8,1.9,0.2,0.3,1.7,1.9,0.7,0.5,0.5,3.8
1.0,11.4,1.4,3.5,1.1,2.4,0.5,0.7,2.2,3.5,0.9,0.3,0.6,3.5
0.0,11.3,1.3,3.5,1.1,2.4,0.5,0.7,2.5,3.7,1.0,0.2,0.5,3.4
1.0,11.8,1.4,3.3,1.2,2.4,0.6,0.8,1.4,2.8,0.6,0.6,0.9,3.7
0.0,9.1,1.4,3.6,1.1,2.4,0.4,0.9,0.9,1.3,0.9,0.5,0.5,3.5
3.0,8.4,1.2,2.5,0.5,1.0,0.4,0.6,2.0,2.8,0.8,0.3,0.5,3.5
3.0,12.1,1.4,3.6,0.9,2.0,0.1,0.5,1.2,1.9,0.3,0.1,0.4,3.5
14.0,14.0,1.2,3.6,0.4,1.5,0.3,0.4,1.4,1.8,0.9,0.6,0.5,3.4
11.0,22.5,1.3,2.4,1.3,2.3,0.8,1.2,3.7,5.6,0.9,1.2,0.8,3.4
3.0,17.3,1.3,3.9,0.7,1.0,0.1,0.2,2.7,3.0,0.9,0.3,0.4,3.4
9.0,11.1,1.1,2.7,0.5,0.9,0.5,0.9,1.8,2.5,0.5,0.4,0.4,3.3
0.0,5.3,0.3,1.5,0.1,0.5,0.3,0.5,0.9,1.4,0.2,0.2,0.3,1.1
0.0,10.2,0.4,1.2,0.4,0.6,0.6,0.8,2.2,3.0,0.6,0.2,0.4,1.4
9.0,17.5,2.2,4.3,0.9,1.5,0.6,1.2,2.6,3.5,0.8,0.5,0.5,6.2
0.0,13.5,1.0,3.3,0.5,1.6,0.8,1.0,1.6,2.5,0.3,0.2,0.3,3.3
0.0,15.4,0.9,3.5,0.4,1.5,0.5,0.7,1.7,2.9,0.3,0.3,0.3,2.9
0.0,9.8,1.2,2.9,0.8,2.0,1.3,1.6,1.4,1.6,0.4,0.2,0.4,4.1
3.0,17.3,1.2,3.8,0.7,2.3,0.4,0.8,1.2,1.6,2.8,0.3,1.3,3.3
3.0,20.0,1.3,4.3,0.7,2.6,0.5,0.9,1.4,1.9,3.3,0.3,1.3,3.7
3.0,12.8,1.2,3.2,0.6,1.3,0.3,0.3,2.5,3.0,0.7,0.3,0.5,3.3
6.0,12.8,1.3,2.6,1.2,2.1,0.6,0.8,1.3,1.7,1.8,0.5,0.8,3.3
3.0,12.8,1.2,3.5,0.4,1.1,0.1,0.2,1.1,1.7,0.6,0.6,0.4,3.3
1.0,10.9,1.3,3.2,1.1,2.4,0.4,0.7,1.3,1.9,1.5,0.4,0.8,3.2
0.0,10.9,1.1,2.8,0.8,1.7,0.7,1.3,1.1,1.4,1.7,0.6,1.1,3.2
0.0,7.1,1.3,3.1,1.0,2.1,0.4,0.7,0.5,0.7,0.4,0.1,0.3,3.2
0.0,12.2,1.1,3.7,0.4,1.3,0.2,0.3,0.7,0.8,1.3,0.4,0.7,3.1
0.0,11.6,1.1,3.4,0.5,1.2,0.1,0.1,0.6,0.8,1.2,0.5,0.6,2.8
0.0,7.4,1.0,2.8,0.5,1.0,0.5,0.7,1.0,1.5,0.3,0.1,0.2,3.1
0.0,8.5,1.2,3.1,0.4,0.9,0.5,0.8,1.1,1.7,0.2,0.2,0.4,3.6
0.0,6.5,0.9,2.6,0.6,1.1,0.5,0.7,0.9,1.3,0.4,0.1,0.1,2.7
0.0,13.6,1.1,3.0,0.5,1.3,0.3,0.4,1.2,1.5,0.7,0.3,0.2,3.1
0.0,14.9,1.2,3.4,0.6,1.3,0.3,0.4,1.4,1.7,0.8,0.3,0.2,3.3
0.0,9.8,0.9,2.0,0.5,1.2,0.3,0.4,0.6,0.8,0.6,0.2,0.3,2.6
1.0,11.3,1.1,3.6,0.4,1.3,0.2,0.4,0.9,1.5,0.6,0.4,0.5,3.1
2.0,7.9,1.4,2.5,1.4,2.3,0.2,0.4,1.3,2.4,0.4,0.9,0.3,3.1
1.0,11.8,1.1,3.5,0.6,1.9,0.3,0.4,1.1,1.4,0.9,0.4,0.6,3.0
1.0,12.3,0.8,3.3,0.5,1.9,0.4,0.5,1.2,1.5,1.1,0.3,0.7,2.4
0.0,7.3,1.3,2.0,1.3,1.9,0.4,0.5,1.7,2.7,0.3,0.2,0.3,3.0
0.0,3.5,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.5,1.0,3.0
1.0,11.0,1.3,3.5,1.3,3.1,0.2,0.6,1.3,1.8,2.0,0.5,0.9,3.0
0.0,5.1,1.2,1.8,1.2,1.8,0.5,0.8,1.2,1.8,0.2,0.0,0.5,2.9
0.0,2.9,0.4,0.7,0.3,0.7,0.2,0.3,0.4,0.8,0.2,0.0,0.3,1.0
0.0,9.4,2.9,4.1,2.9,4.0,1.1,1.9,2.9,4.0,0.3,0.1,0.9,6.9
5.0,7.9,1.1,2.3,0.9,1.4,0.3,0.3,0.7,0.9,0.6,0.3,0.4,2.9
0.0,12.5,1.2,3.3,0.8,2.0,0.2,0.8,1.3,1.3,0.2,0.5,0.3,2.8
1.0,9.9,0.9,2.3,0.1,0.5,0.2,0.3,1.8,2.4,0.5,0.3,0.3,2.7
6.0,10.5,0.9,2.1,0.6,1.2,0.7,1.0,0.8,1.4,0.5,0.5,0.5,2.7
0.0,6.7,1.0,2.6,0.7,1.4,0.4,0.6,0.8,0.9,0.4,0.2,0.4,2.7
0.0,6.6,1.1,1.9,1.0,1.5,0.5,0.5,1.1,1.3,0.5,0.1,0.3,2.7
0.0,7.7,1.0,2.1,0.8,1.3,0.5,0.8,0.7,0.8,1.4,0.1,0.5,2.6
0.0,6.4,1.1,2.4,1.0,2.1,0.2,0.2,1.6,1.9,0.3,0.1,0.4,2.5
0.0,7.8,0.7,2.1,0.2,0.5,0.5,0.5,1.0,1.1,0.9,0.3,0.3,2.5
0.0,5.8,1.1,1.9,1.0,1.6,0.1,0.4,1.1,1.4,0.4,0.1,0.3,2.4
0.0,5.5,1.0,1.9,0.9,1.3,0.2,0.3,1.1,1.2,0.1,0.1,0.4,2.4
1.0,6.8,0.9,2.1,0.6,1.1,0.4,0.5,0.9,1.1,0.3,0.2,0.3,2.4
0.0,10.4,0.9,2.5,0.6,1.5,0.4,0.7,1.6,1.9,0.5,0.6,0.8,2.4
0.0,8.0,0.9,2.3,0.5,1.0,0.2,0.3,0.6,1.2,0.3,0.4,0.3,2.4
0.0,4.9,0.6,1.8,0.1,0.5,0.5,0.8,0.3,0.4,0.3,0.0,0.1,2.3
0.0,12.0,1.5,4.0,0.5,2.0,1.5,2.0,1.0,1.5,0.5,0.0,0.0,5.5
0.0,7.8,0.9,1.9,0.6,1.1,0.3,0.3,1.0,2.0,0.3,0.2,0.2,2.3
2.0,13.2,1.0,2.4,1.0,2.3,0.3,0.8,2.6,4.0,0.6,0.3,0.6,2.3
1.0,8.6,0.8,2.4,0.4,0.9,0.1,0.3,0.8,1.4,0.3,0.1,0.2,2.3
2.0,9.3,0.8,2.7,0.4,1.0,0.2,0.3,1.0,1.1,1.0,0.4,0.1,2.2
0.0,9.2,0.7,2.0,0.3,0.6,0.3,0.4,1.4,1.8,0.7,0.3,0.3,2.2
0.0,12.0,0.9,2.9,0.8,1.9,0.2,0.2,1.1,2.0,1.1,0.6,0.6,2.1
0.0,19.3,1.3,4.8,1.0,3.0,0.5,0.5,1.0,2.8,1.8,1.3,1.0,3.3
0.0,5.3,0.7,2.1,0.3,0.9,0.3,0.3,0.9,1.0,0.3,0.0,0.1,2.1
0.0,7.1,0.7,1.9,0.2,0.4,0.2,0.4,0.3,0.5,0.3,0.1,0.1,2.1
0.0,6.9,0.9,1.8,0.9,1.5,0.3,0.4,1.1,1.9,0.6,0.2,0.0,2.0
0.0,7.5,0.5,2.5,0.5,2.0,1.0,1.5,0.5,1.5,0.5,0.0,0.0,2.0
0.0,7.1,1.0,1.8,1.0,1.4,0.2,0.3,1.3,2.1,0.7,0.3,0.0,2.2
1.0,10.9,0.7,2.4,0.2,0.8,0.1,0.1,0.8,1.1,1.9,0.4,0.9,2.0
2.0,10.0,0.8,1.8,0.6,1.0,0.2,0.3,2.6,3.5,0.7,0.4,0.3,2.0
0.0,7.9,0.7,1.7,0.5,0.8,0.4,0.6,1.0,1.3,0.6,0.2,0.3,2.0
0.0,5.6,0.6,1.6,0.3,0.7,0.6,0.6,0.1,0.1,1.0,0.0,0.4,2.0
0.0,3.9,0.4,1.7,0.3,1.1,0.9,1.2,0.6,1.1,0.0,0.1,0.2,1.9
0.0,7.3,0.7,1.7,0.7,1.5,0.3,0.5,1.4,2.7,0.4,0.2,0.5,1.8
0.0,7.6,0.8,1.4,0.8,1.3,0.3,0.4,1.3,2.3,0.5,0.2,0.5,1.8
0.0,6.0,0.7,2.0,0.7,1.3,0.0,0.3,2.3,4.0,0.0,0.0,1.0,1.3
0.0,4.5,0.5,1.3,0.3,0.8,0.5,1.0,1.3,1.8,0.5,0.0,0.0,1.8
0.0,5.0,0.7,1.5,0.5,0.8,0.3,0.4,0.7,0.8,0.9,0.1,0.5,1.8
2.0,9.2,0.8,1.8,0.8,1.7,0.1,0.1,1.4,2.0,0.5,0.3,0.4,1.7
2.0,9.8,0.9,1.9,0.8,1.8,0.1,0.1,1.4,2.1,0.5,0.3,0.4,1.9
0.0,6.3,0.3,1.3,0.0,0.7,0.7,1.3,0.3,0.3,0.3,0.0,0.0,1.7
0.0,6.2,0.6,2.2,0.3,0.8,0.2,0.5,0.8,1.0,0.3,0.3,0.3,1.7
3.0,6.9,0.6,1.9,0.4,0.8,0.1,0.2,0.4,0.5,1.3,0.1,0.3,1.6
2.0,8.0,0.5,1.8,0.4,1.2,0.4,0.5,0.8,1.5,0.3,0.5,0.2,1.4
2.0,8.5,0.5,1.8,0.4,1.3,0.5,0.5,0.9,1.6,0.3,0.4,0.3,1.5
2.0,6.9,0.5,1.5,0.3,1.0,0.3,0.4,0.8,1.2,0.6,0.2,0.4,1.4
0.0,3.5,0.3,1.0,0.3,0.8,0.8,0.8,0.5,0.8,0.5,0.0,0.0,1.3
0.0,4.3,0.3,1.3,0.3,1.0,1.0,1.0,0.7,1.0,0.3,0.0,0.0,1.7
0.0,7.5,0.3,2.8,0.0,1.3,0.5,0.5,1.5,2.0,0.0,0.3,0.3,1.3
0.0,4.7,0.5,1.5,0.4,1.0,0.2,0.2,0.5,0.5,0.3,0.1,0.3,1.2
0.0,2.9,0.4,1.2,0.3,0.5,0.2,0.3,0.5,1.1,0.2,0.1,0.3,1.1
0.0,10.7,0.4,1.8,0.3,1.4,0.2,0.4,1.2,1.9,0.6,0.4,0.2,1.1
0.0,4.5,0.4,1.3,0.4,1.1,0.2,0.3,0.3,0.5,0.9,0.1,0.2,1.1
0.0,5.9,0.4,1.3,0.2,0.6,0.0,0.2,0.6,1.0,0.1,0.1,0.1,1.1
0.0,3.0,0.4,0.7,0.4,0.6,0.1,0.4,0.4,0.5,0.2,0.0,0.3,1.0
0.0,4.6,0.2,1.8,0.2,1.6,0.4,0.4,0.4,0.6,1.0,0.2,0.6,0.8
0.0,6.3,0.0,2.3,0.0,2.0,0.7,0.7,0.7,1.0,1.7,0.3,1.0,0.7
0.0,4.6,0.2,0.9,0.1,0.6,0.3,0.5,0.2,0.5,0.3,0.5,0.1,0.8
0.0,5.3,0.0,2.0,0.0,1.3,0.7,1.3,0.7,0.7,0.7,0.0,0.3,0.7
0.0,3.5,0.2,1.3,0.1,1.0,0.2,0.2,0.5,0.9,0.3,0.1,0.1,0.6
0.0,4.8,0.0,1.3,0.0,0.3,0.3,0.5,1.3,1.3,0.0,0.0,0.3,0.3
0.0,2.8,0.1,0.6,0.1,0.1,0.0,0.1,0.4,0.4,0.3,0.0,0.1,0.3
66.0,34.6,11.0,20.1,10.0,17.1,10.0,11.7,8.4,10.2,4.2,1.0,3.4,33.1
66.0,36.2,10.9,22.0,8.1,13.8,7.8,10.5,7.8,8.6,8.0,1.4,3.6,32.4
58.0,36.3,9.6,20.7,5.4,9.4,8.8,9.6,4.0,4.8,7.3,0.9,3.3,32.2
68.0,35.5,10.4,20.3,9.5,17.8,9.8,10.9,4.0,4.8,5.5,1.6,2.8,31.4
63.0,32.1,11.2,20.3,10.5,17.6,7.9,12.3,9.6,11.8,5.7,0.8,3.9,31.1
74.0,36.9,9.8,21.1,6.6,11.8,7.2,8.4,7.7,8.8,4.6,1.1,2.9,30.1
56.0,34.7,10.0,20.2,5.1,8.8,4.6,5.0,5.4,6.1,6.3,0.9,3.2,29.4
47.0,35.6,10.3,18.3,8.3,13.4,6.5,7.1,6.3,6.7,5.0,0.7,3.3,29.1
